NODE OR WAY|QUESTION|ID|KEY|KEY_VALUE|TAG|TAG_VALUE|VERIFIED|SCORE|TAGANSWER|VALIDATING|ANSWERS|ICON|VERSION
WAY|E' vero che posso andare in bicicletta per questa strada?|39895997|highway|unclassified|bicycle|yes|NO|1.0|bicycle|yes|None|pedal_bike|5
WAY|La strada delle biciclette è separata da quella dei pedoni?|39895997|highway|unclassified|segregated|NONE|NO|2.0|segregated|no|si,no|safety_divider|5
WAY|E' una strada a senso unico?|39895997|highway|unclassified|oneway|NONE|NO|2.0|oneway|no|si,no|arrow_upward|5
WAY|Quale è la velocità massima?|39895997|highway|unclassified|maxspeed|NONE|NO|2.0|maxspeed|no|number|speed|5
WAY|Quante panchine sono presenti in questa strada?|39895997|highway|unclassified|NONE|NONE|NO|5.0|None|no|number|chair|5
WAY|E' vero che posso andare in bicicletta per questa strada?|39896301|highway|unclassified|bicycle|yes|NO|1.0|bicycle|yes|None|pedal_bike|8
WAY|La strada delle biciclette è separata da quella dei pedoni?|39896301|highway|unclassified|segregated|NONE|NO|2.0|segregated|no|si,no|safety_divider|8
WAY|E' una strada a senso unico?|39896301|highway|unclassified|oneway|NONE|NO|2.0|oneway|no|si,no|arrow_upward|8
WAY|Quale è la velocità massima?|39896301|highway|unclassified|maxspeed|NONE|NO|2.0|maxspeed|no|number|speed|8
WAY|Quante panchine sono presenti in questa strada?|39896301|highway|unclassified|NONE|NONE|NO|5.0|None|no|number|chair|8
WAY|Posso andare in bicicletta per questa strada?|39899563|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|39900215|highway|pedestrian|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|39914629|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|39915967|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|39915974|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|39962663|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|39963313|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|40027497|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|40027650|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|40057164|highway|secondary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|40105660|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|40108141|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|40108753|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|40122815|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|40123790|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|40124162|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|40125402|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|40218310|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|40218390|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|40218459|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|15
WAY|E' vero che posso andare in bicicletta per questa strada?|40231908|highway|unclassified|bicycle|yes|NO|1.0|bicycle|yes|None|pedal_bike|4
WAY|Di che superficie è fatta questa strada?|40231908|highway|unclassified|surface|NONE|NO|3.0|surface|no|asphalt,unpaved,paved,ground,concrete,paving_stones,gravel,dirt,grass,compacted,sand,sett|edit_road|4
WAY|La strada delle biciclette è separata da quella dei pedoni?|40231908|highway|unclassified|segregated|NONE|NO|2.0|segregated|no|si,no|safety_divider|4
WAY|E' una strada a senso unico?|40231908|highway|unclassified|oneway|NONE|NO|2.0|oneway|no|si,no|arrow_upward|4
WAY|Quale è la velocità massima?|40231908|highway|unclassified|maxspeed|NONE|NO|2.0|maxspeed|no|number|speed|4
WAY|Quante panchine sono presenti in questa strada?|40231908|highway|unclassified|NONE|NONE|NO|5.0|None|no|number|chair|4
WAY|E' vero che posso andare in bicicletta per questa strada?|40231929|highway|path|bicycle|yes|NO|1.0|bicycle|yes|None|pedal_bike|4
WAY|Di che superficie è fatta questa strada?|40231929|highway|path|surface|NONE|NO|3.0|surface|no|asphalt,unpaved,paved,ground,concrete,paving_stones,gravel,dirt,grass,compacted,sand,sett|edit_road|4
WAY|La strada delle biciclette è separata da quella dei pedoni?|40231929|highway|path|segregated|NONE|NO|2.0|segregated|no|si,no|safety_divider|4
WAY|E' una strada a senso unico?|40231929|highway|path|oneway|NONE|NO|2.0|oneway|no|si,no|arrow_upward|4
WAY|Quale è la velocità massima?|40231929|highway|path|maxspeed|NONE|NO|2.0|maxspeed|no|number|speed|4
WAY|Quante panchine sono presenti in questa strada?|40231929|highway|path|NONE|NONE|NO|5.0|None|no|number|chair|4
WAY|Posso andare in bicicletta per questa strada?|40232792|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|40307527|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|40308127|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|10
WAY|Posso andare in bicicletta per questa strada?|40308238|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|40388057|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|40388063|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|21
WAY|Posso andare in bicicletta per questa strada?|40426828|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|40551882|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|40551883|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|40551884|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|40551885|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|40551886|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|40551887|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|40551888|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|40551889|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|40551890|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|40551891|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|40551892|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|40551893|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|40551894|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|40551895|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|40551896|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|40551897|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|40551898|highway|secondary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|40551902|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|40551903|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|40551904|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|40609129|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|40609130|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|40609131|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|40609132|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|40609143|highway|secondary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|14
WAY|Posso andare in bicicletta per questa strada?|40609296|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|40609297|highway|secondary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|E' vero che posso andare in bicicletta per questa strada?|40638143|highway|track|bicycle|yes|NO|1.0|bicycle|yes|None|pedal_bike|5
WAY|Di che superficie è fatta questa strada?|40638143|highway|track|surface|NONE|NO|3.0|surface|no|asphalt,unpaved,paved,ground,concrete,paving_stones,gravel,dirt,grass,compacted,sand,sett|edit_road|5
WAY|La strada delle biciclette è separata da quella dei pedoni?|40638143|highway|track|segregated|NONE|NO|2.0|segregated|no|si,no|safety_divider|5
WAY|E' una strada a senso unico?|40638143|highway|track|oneway|NONE|NO|2.0|oneway|no|si,no|arrow_upward|5
WAY|Quale è la velocità massima?|40638143|highway|track|maxspeed|NONE|NO|2.0|maxspeed|no|number|speed|5
WAY|Quante panchine sono presenti in questa strada?|40638143|highway|track|NONE|NONE|NO|5.0|None|no|number|chair|5
WAY|Posso andare in bicicletta per questa strada?|40638204|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|40696156|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|40696364|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|40696541|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|40697015|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|40697213|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|40697259|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|E' vero che posso andare in bicicletta per questa strada?|40854989|highway|unclassified|bicycle|yes|NO|1.0|bicycle|yes|None|pedal_bike|15
WAY|La strada delle biciclette è separata da quella dei pedoni?|40854989|highway|unclassified|segregated|NONE|NO|2.0|segregated|no|si,no|safety_divider|15
WAY|Quante panchine sono presenti in questa strada?|40854989|highway|unclassified|NONE|NONE|NO|5.0|None|no|number|chair|15
WAY|Posso andare in bicicletta per questa strada?|40855359|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|E' vero che posso andare in bicicletta per questa strada?|40917104|highway|track|bicycle|yes|NO|1.0|bicycle|yes|None|pedal_bike|10
WAY|La strada delle biciclette è separata da quella dei pedoni?|40917104|highway|track|segregated|NONE|NO|2.0|segregated|no|si,no|safety_divider|10
WAY|E' una strada a senso unico?|40917104|highway|track|oneway|NONE|NO|2.0|oneway|no|si,no|arrow_upward|10
WAY|Quale è la velocità massima?|40917104|highway|track|maxspeed|NONE|NO|2.0|maxspeed|no|number|speed|10
WAY|Quante panchine sono presenti in questa strada?|40917104|highway|track|NONE|NONE|NO|5.0|None|no|number|chair|10
WAY|Posso andare in bicicletta per questa strada?|41074590|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41074920|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|19
WAY|Posso andare in bicicletta per questa strada?|41077032|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|41218074|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|41218708|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|41219733|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|41219745|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41219746|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|41219748|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|41220481|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41242134|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41347357|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|41380468|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|41380561|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41479366|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|41479472|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|41480185|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|41480248|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|41480249|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41480250|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|41480266|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|41480267|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|41480285|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|41480509|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|41480514|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|41484787|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41484788|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|41484795|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41484800|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|41519013|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41519014|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|14
WAY|Posso andare in bicicletta per questa strada?|41519015|highway|secondary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|13
WAY|Posso andare in bicicletta per questa strada?|41519016|highway|secondary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41814230|highway|steps|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41814232|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41814234|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|41814331|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|41814638|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|41814687|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41814739|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|41814795|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|41814878|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|41814983|highway|steps|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|41815025|highway|steps|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|41815213|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|41815349|highway|footway|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|41850961|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|41850963|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|41850964|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|41850967|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|41850969|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|41850972|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|41850973|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|9
WAY|Posso andare in bicicletta per questa strada?|41850975|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|42028965|highway|pedestrian|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|42140569|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|42140612|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|42212341|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|42212509|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|42212677|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|42257439|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|42257443|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|42310014|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|42368969|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|42720427|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|42820098|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|43079758|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|43079832|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|43233498|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|E' vero che posso andare in bicicletta per questa strada?|43233698|highway|pedestrian|bicycle|yes|NO|1.0|bicycle|yes|None|pedal_bike|3
WAY|Di che superficie è fatta questa strada?|43233698|highway|pedestrian|surface|NONE|NO|3.0|surface|no|asphalt,unpaved,paved,ground,concrete,paving_stones,gravel,dirt,grass,compacted,sand,sett|edit_road|3
WAY|La strada delle biciclette è separata da quella dei pedoni?|43233698|highway|pedestrian|segregated|NONE|NO|2.0|segregated|no|si,no|safety_divider|3
WAY|E' una strada a senso unico?|43233698|highway|pedestrian|oneway|NONE|NO|2.0|oneway|no|si,no|arrow_upward|3
WAY|Quale è la velocità massima?|43233698|highway|pedestrian|maxspeed|NONE|NO|2.0|maxspeed|no|number|speed|3
WAY|Quante panchine sono presenti in questa strada?|43233698|highway|pedestrian|NONE|NONE|NO|5.0|None|no|number|chair|3
WAY|Posso andare in bicicletta per questa strada?|43469552|highway|pedestrian|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|43474276|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|13
WAY|Posso andare in bicicletta per questa strada?|45253088|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|45253915|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|45254017|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|45254288|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|45772465|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|45772506|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|45772552|highway|steps|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|45772553|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|45772662|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|45772663|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|46128640|highway|secondary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|11
WAY|Posso andare in bicicletta per questa strada?|46165909|highway|secondary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|27
WAY|Posso andare in bicicletta per questa strada?|47619765|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|47619766|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|48402945|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|48403088|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|48403190|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|48403338|highway|path|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|48403350|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|50730227|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|50730287|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|51177559|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|E' vero che posso andare in bicicletta per questa strada?|51177560|highway|cycleway|bicycle|yes|NO|1.0|bicycle|yes|None|pedal_bike|4
WAY|La strada delle biciclette è separata da quella dei pedoni?|51177560|highway|cycleway|segregated|NONE|NO|2.0|segregated|no|si,no|safety_divider|4
WAY|E' una strada a senso unico?|51177560|highway|cycleway|oneway|NONE|NO|2.0|oneway|no|si,no|arrow_upward|4
WAY|Quale è la velocità massima?|51177560|highway|cycleway|maxspeed|NONE|NO|2.0|maxspeed|no|number|speed|4
WAY|Quante panchine sono presenti in questa strada?|51177560|highway|cycleway|NONE|NONE|NO|5.0|None|no|number|chair|4
WAY|La ciclabile passa per un ponte?|51177560|highway|cycleway|NONE|NONE|NO|1.0|bridge|no|si,no|radio_button_checked|4
WAY|Posso andare in bicicletta per questa strada?|51178661|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|52171513|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|52293186|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
